incident_id,equipment_id,equipment_name,category,date_time,shift,incident_type,description,root_cause,contributing_factors,immediate_action,corrective_action,impact_level,downtime_hours,production_loss_tonnes,reported_by,investigated_by,closure_date,status
INC-EAF-005-009,EAF-005,Fume Extraction System (EAF),Electric Arc Furnace,2025-11-03 03:29:39,B (14:00-22:00),Quality deviation event,"Quality deviation traced to Fume Extraction System (EAF) (EAF-005) malfunction (canopy hood damage), resulting in off-spec product.",Thermal fatigue,"Cooling system fault, Material blockage/jam",Switched to standby unit,Cleared blockage and inspected chute,Minor,1.6,2.3,T. Singh,L. Pillai,,Open
INC-EAF-005-001,EAF-005,Fume Extraction System (EAF),Electric Arc Furnace,2025-11-23 16:08:49,C (22:00-06:00),Unplanned breakdown,Fume Extraction System (EAF) (EAF-005) experienced unplanned stoppage due to bearing wear.,Operator error,"Control system/software fault, Lubrication failure",Isolated equipment and informed shift supervisor,Repaired hydraulic line/cylinder,Negligible,8.0,17.42,R. Sharma,P. Nair,2025-12-03,Closed - CAPA implemented
INC-SM-001-022,SM-001,Ladle Furnace,Secondary Metallurgy,2024-02-15 05:04:51,C (22:00-06:00),Unplanned breakdown,Ladle Furnace (SM-001) experienced unplanned stoppage due to refractory lining erosion.,Corrosion,Bearing wear/failure,Continued operation with reduced load and monitoring,Repaired/replaced refractory section,Negligible,77.4,104.74,T. Singh,V. Rao,,Open
INC-SM-001-004,SM-001,Ladle Furnace,Secondary Metallurgy,2024-06-06 04:50:39,B (14:00-22:00),Quality deviation event,"Quality deviation traced to Ladle Furnace (SM-001) malfunction (electrode arm wear), resulting in off-spec product.",Corrosion,"Hydraulic system fault, Seal/gasket leakage",Switched to standby unit,Updated PLC/software parameters,Negligible,4.6,12.53,V. Rao,G. Chatterjee,2024-06-24,Closed - CAPA implemented
INC-SM-001-018,SM-001,Ladle Furnace,Secondary Metallurgy,2024-07-25 17:18:01,A (06:00-14:00),Unplanned breakdown,Ladle Furnace (SM-001) experienced unplanned stoppage due to transformer overheating.,Belt/chain wear,Control system/software fault,Isolated equipment and informed shift supervisor,Realigned shaft/coupling,Moderate,5.3,16.87,J. Mehta,P. Nair,2024-08-18,Closed
INC-SM-001-002,SM-001,Ladle Furnace,Secondary Metallurgy,2024-09-14 09:46:27,B (14:00-22:00),Near-miss,Near-miss event observed near Ladle Furnace (SM-001) - potential refractory lining erosion identified before failure occurred.,Sensor/instrument drift,"Sensor/instrument drift, Foreign material ingress",Isolated equipment and informed shift supervisor,Recalibrated sensor,Negligible,1.8,0.0,S. Reddy,D. Banerjee,2024-09-26,Closed
INC-SM-001-015,SM-001,Ladle Furnace,Secondary Metallurgy,2024-10-08 17:35:13,A (06:00-14:00),Environmental excursion,Environmental parameter excursion (emission/effluent) associated with Ladle Furnace (SM-001) operation.,Misalignment,"Hydraulic system fault, Seal/gasket leakage",Stopped operation and applied LOTO,Repaired electrical connection,Negligible,5.8,7.73,B. Kulkarni,C. Joshi,2024-10-10,Closed - CAPA implemented
INC-SM-001-013,SM-001,Ladle Furnace,Secondary Metallurgy,2024-10-24 14:29:26,B (14:00-22:00),Near-miss,Near-miss event observed near Ladle Furnace (SM-001) - potential refractory lining erosion identified before failure occurred.,Cooling system fault,"Operator error, Refractory/lining wear, Belt/chain wear",Isolated equipment and informed shift supervisor,Replaced belt/chain,Moderate,1.5,0.0,K. Das,K. Das,2024-11-14,Closed
INC-SM-001-003,SM-001,Ladle Furnace,Secondary Metallurgy,2024-10-29 11:03:38,B (14:00-22:00),Environmental excursion,Environmental parameter excursion (emission/effluent) associated with Ladle Furnace (SM-001) operation.,Foreign material ingress,"Loose fastener/connection, Cooling system fault, Insulation degradation",Stopped operation and applied LOTO,Cleaned and applied anti-corrosion coating,Major,2.6,1.5,D. Banerjee,C. Joshi,2024-11-23,Closed - CAPA implemented
INC-SM-001-019,SM-001,Ladle Furnace,Secondary Metallurgy,2024-10-30 17:16:09,B (14:00-22:00),Unplanned breakdown,Ladle Furnace (SM-001) experienced unplanned stoppage due to refractory lining erosion.,Material blockage/jam,"Loose fastener/connection, Belt/chain wear",Switched to standby unit,Updated PLC/software parameters,Negligible,4.6,12.83,P. Nair,J. Mehta,,Open
INC-SM-001-016,SM-001,Ladle Furnace,Secondary Metallurgy,2024-12-02 00:48:49,B (14:00-22:00),Safety incident (minor),Minor safety incident during maintenance/operation of Ladle Furnace (SM-001); first-aid case reported.,Bearing wear/failure,"Operator error, Vibration/imbalance, Hydraulic system fault",Continued operation with reduced load and monitoring,Replaced motor winding/insulation,Major,2.2,3.45,A. Verma,N. Gupta,,Open
INC-SM-001-025,SM-001,Ladle Furnace,Secondary Metallurgy,2025-01-14 00:31:11,C (22:00-06:00),Unplanned breakdown,Ladle Furnace (SM-001) experienced unplanned stoppage due to electrode arm wear.,Corrosion,Foreign material ingress,Switched to standby unit,Replaced seal/gasket,Major,37.8,95.14,S. Reddy,T. Singh,2025-02-13,Closed
INC-SM-001-017,SM-001,Ladle Furnace,Secondary Metallurgy,2025-01-16 10:00:58,A (06:00-14:00),Quality deviation event,"Quality deviation traced to Ladle Furnace (SM-001) malfunction (transformer overheating), resulting in off-spec product.",Misalignment,"Refractory/lining wear, Cooling system fault, Insulation degradation",Switched to standby unit,Balanced rotating component,Negligible,4.5,13.35,T. Singh,V. Rao,2025-01-31,Closed
INC-SM-001-020,SM-001,Ladle Furnace,Secondary Metallurgy,2025-04-12 06:33:12,B (14:00-22:00),Unplanned breakdown,Ladle Furnace (SM-001) experienced unplanned stoppage due to electrode arm wear.,Loose fastener/connection,Misalignment,Isolated equipment and informed shift supervisor,Replaced motor winding/insulation,Moderate,12.0,29.49,N. Gupta,K. Das,2025-05-07,Closed - CAPA implemented
INC-SM-001-006,SM-001,Ladle Furnace,Secondary Metallurgy,2025-04-19 10:39:10,A (06:00-14:00),Production stoppage,"Production stoppage caused by refractory lining erosion on Ladle Furnace (SM-001), affecting downstream units.",Corrosion,"Loose fastener/connection, Foreign material ingress, Belt/chain wear",Isolated equipment and informed shift supervisor,Cleared foreign material and inspected,Major,8.5,39.91,C. Joshi,V. Rao,2025-04-22,Closed
INC-SM-001-023,SM-001,Ladle Furnace,Secondary Metallurgy,2025-04-25 11:46:07,B (14:00-22:00),Production stoppage,"Production stoppage caused by electrode arm wear on Ladle Furnace (SM-001), affecting downstream units.",Control system/software fault,"Lubrication failure, Control system/software fault",Carried out emergency repair,Replaced belt/chain,Negligible,26.7,117.89,C. Joshi,M. Iqbal,2025-05-06,Closed
INC-SM-001-007,SM-001,Ladle Furnace,Secondary Metallurgy,2025-05-12 10:20:15,C (22:00-06:00),Unplanned breakdown,Ladle Furnace (SM-001) experienced unplanned stoppage due to argon purging line blockage.,Cooling system fault,"Material blockage/jam, Sensor/instrument drift",Isolated equipment and informed shift supervisor,Cleared foreign material and inspected,Major,4.8,13.31,G. Chatterjee,C. Joshi,,Open
INC-SM-001-009,SM-001,Ladle Furnace,Secondary Metallurgy,2025-05-13 23:47:40,B (14:00-22:00),Production stoppage,"Production stoppage caused by refractory lining erosion on Ladle Furnace (SM-001), affecting downstream units.",Corrosion,Lubrication failure,Carried out emergency repair,Flushed and repaired cooling circuit,Negligible,19.4,69.12,V. Rao,T. Singh,2025-05-25,Closed
INC-SM-001-012,SM-001,Ladle Furnace,Secondary Metallurgy,2025-05-15 16:26:02,B (14:00-22:00),Unplanned breakdown,Ladle Furnace (SM-001) experienced unplanned stoppage due to refractory lining erosion.,Corrosion,"Control system/software fault, Refractory/lining wear",Isolated equipment and informed shift supervisor,Flushed and repaired cooling circuit,Major,8.6,29.68,N. Gupta,M. Iqbal,2025-06-09,Closed - CAPA implemented
INC-SM-001-008,SM-001,Ladle Furnace,Secondary Metallurgy,2025-07-17 09:55:11,A (06:00-14:00),Unplanned breakdown,Ladle Furnace (SM-001) experienced unplanned stoppage due to electrode arm wear.,Material blockage/jam,"Material blockage/jam, Lubrication failure, Foreign material ingress",Stopped operation and applied LOTO,Repaired/replaced refractory section,Major,7.7,24.47,T. Singh,S. Reddy,2025-07-26,Closed - CAPA implemented
INC-SM-001-005,SM-001,Ladle Furnace,Secondary Metallurgy,2025-07-24 07:35:47,C (22:00-06:00),Environmental excursion,Environmental parameter excursion (emission/effluent) associated with Ladle Furnace (SM-001) operation.,Insulation degradation,"Foreign material ingress, Control system/software fault",Carried out emergency repair,Balanced rotating component,Moderate,2.7,3.35,N. Gupta,G. Chatterjee,,Open
INC-SM-001-014,SM-001,Ladle Furnace,Secondary Metallurgy,2025-08-08 12:13:59,B (14:00-22:00),Unplanned breakdown,Ladle Furnace (SM-001) experienced unplanned stoppage due to electrode arm wear.,Belt/chain wear,Lubrication failure,Switched to standby unit,Replaced bearing,Minor,40.1,127.1,V. Rao,D. Banerjee,,Under investigation
INC-SM-001-010,SM-001,Ladle Furnace,Secondary Metallurgy,2025-08-24 18:22:04,A (06:00-14:00),Unplanned breakdown,Ladle Furnace (SM-001) experienced unplanned stoppage due to refractory lining erosion.,Operator error,Lubrication failure,Continued operation with reduced load and monitoring,Replaced motor winding/insulation,Major,13.7,38.72,T. Singh,V. Rao,2025-09-14,Closed
INC-SM-001-001,SM-001,Ladle Furnace,Secondary Metallurgy,2025-09-12 19:14:39,C (22:00-06:00),Unplanned breakdown,Ladle Furnace (SM-001) experienced unplanned stoppage due to argon purging line blockage.,Seal/gasket leakage,"Lubrication failure, Seal/gasket leakage",Stopped operation and applied LOTO,Replaced bearing,Minor,22.0,35.98,K. Das,S. Reddy,2025-09-28,Closed
INC-SM-001-011,SM-001,Ladle Furnace,Secondary Metallurgy,2025-09-26 11:18:35,B (14:00-22:00),Unplanned breakdown,Ladle Furnace (SM-001) experienced unplanned stoppage due to refractory lining erosion.,Hydraulic system fault,"Hydraulic system fault, Loose fastener/connection, Bearing wear/failure",Switched to standby unit,Replaced seal/gasket,Minor,3.2,6.48,K. Das,J. Mehta,2025-10-23,Closed - CAPA implemented
INC-SM-001-021,SM-001,Ladle Furnace,Secondary Metallurgy,2025-11-19 02:21:48,A (06:00-14:00),Quality deviation event,"Quality deviation traced to Ladle Furnace (SM-001) malfunction (refractory lining erosion), resulting in off-spec product.",Belt/chain wear,Loose fastener/connection,Continued operation with reduced load and monitoring,Retrained operator on procedure,Minor,7.5,14.44,A. Verma,G. Chatterjee,2025-12-01,Closed
INC-SM-001-024,SM-001,Ladle Furnace,Secondary Metallurgy,2025-12-13 19:23:13,B (14:00-22:00),Unplanned breakdown,Ladle Furnace (SM-001) experienced unplanned stoppage due to transformer overheating.,Cooling system fault,"Electrical fault, Loose fastener/connection",Stopped operation and applied LOTO,Tightened/replaced fasteners,Moderate,2.0,4.84,B. Kulkarni,V. Rao,2025-12-29,Closed - CAPA implemented
INC-SM-002-017,SM-002,Vacuum Degasser (VD/VOD),Secondary Metallurgy,2024-01-20 15:24:51,B (14:00-22:00),Quality deviation event,"Quality deviation traced to Vacuum Degasser (VD/VOD) (SM-002) malfunction (vacuum pump degradation), resulting in off-spec product.",Foreign material ingress,"Thermal fatigue, Lubrication failure",Carried out emergency repair,Flushed and repaired cooling circuit,Minor,7.4,17.41,C. Joshi,A. Verma,2024-02-04,Closed
INC-SM-002-001,SM-002,Vacuum Degasser (VD/VOD),Secondary Metallurgy,2024-02-12 06:58:20,A (06:00-14:00),Near-miss,Near-miss event observed near Vacuum Degasser (VD/VOD) (SM-002) - potential vacuum seal leakage identified before failure occurred.,Misalignment,"Misalignment, Thermal fatigue",Continued operation with reduced load and monitoring,Tightened/replaced fasteners,Negligible,1.7,0.0,N. Gupta,P. Nair,2024-02-26,Closed - CAPA implemented
INC-SM-002-014,SM-002,Vacuum Degasser (VD/VOD),Secondary Metallurgy,2024-03-11 05:46:04,C (22:00-06:00),Unplanned breakdown,Vacuum Degasser (VD/VOD) (SM-002) experienced unplanned stoppage due to vacuum pump degradation.,Operator error,Insulation degradation,Stopped operation and applied LOTO,Replaced motor winding/insulation,Severe,8.0,9.37,R. Sharma,G. Chatterjee,2024-04-06,Closed
INC-SM-002-010,SM-002,Vacuum Degasser (VD/VOD),Secondary Metallurgy,2024-03-19 14:14:51,A (06:00-14:00),Safety incident (minor),Minor safety incident during maintenance/operation of Vacuum Degasser (VD/VOD) (SM-002); first-aid case reported.,Cooling system fault,"Corrosion, Loose fastener/connection, Control system/software fault",Isolated equipment and informed shift supervisor,Realigned shaft/coupling,Negligible,2.5,4.03,S. Reddy,L. Pillai,,Under investigation
INC-SM-002-025,SM-002,Vacuum Degasser (VD/VOD),Secondary Metallurgy,2024-06-06 07:52:22,C (22:00-06:00),Safety incident (minor),Minor safety incident during maintenance/operation of Vacuum Degasser (VD/VOD) (SM-002); first-aid case reported.,Control system/software fault,"Foreign material ingress, Sensor/instrument drift, Vibration/imbalance",Isolated equipment and informed shift supervisor,Repaired electrical connection,Negligible,2.3,3.28,V. Rao,R. Sharma,2024-06-17,Closed
INC-SM-002-020,SM-002,Vacuum Degasser (VD/VOD),Secondary Metallurgy,2024-07-12 15:05:17,B (14:00-22:00),Safety incident (minor),Minor safety incident during maintenance/operation of Vacuum Degasser (VD/VOD) (SM-002); first-aid case reported.,Lubrication failure,"Seal/gasket leakage, Lubrication failure, Corrosion",Isolated equipment and informed shift supervisor,Repaired hydraulic line/cylinder,Negligible,1.0,1.21,A. Verma,S. Reddy,2024-08-10,Closed - CAPA implemented
INC-SM-002-006,SM-002,Vacuum Degasser (VD/VOD),Secondary Metallurgy,2024-07-23 11:07:27,A (06:00-14:00),Unplanned breakdown,Vacuum Degasser (VD/VOD) (SM-002) experienced unplanned stoppage due to condenser fouling.,Sensor/instrument drift,Foreign material ingress,Isolated equipment and informed shift supervisor,Recalibrated sensor,Moderate,38.3,66.67,V. Rao,J. Mehta,2024-08-01,Closed - CAPA implemented
INC-SM-002-018,SM-002,Vacuum Degasser (VD/VOD),Secondary Metallurgy,2024-08-01 21:52:57,A (06:00-14:00),Unplanned breakdown,Vacuum Degasser (VD/VOD) (SM-002) experienced unplanned stoppage due to steam ejector nozzle wear.,Lubrication failure,"Lubrication failure, Seal/gasket leakage",Isolated equipment and informed shift supervisor,Retrained operator on procedure,Moderate,6.1,14.18,R. Sharma,L. Pillai,2024-08-02,Closed
INC-SM-002-013,SM-002,Vacuum Degasser (VD/VOD),Secondary Metallurgy,2024-08-07 08:52:10,C (22:00-06:00),Unplanned breakdown,Vacuum Degasser (VD/VOD) (SM-002) experienced unplanned stoppage due to vacuum seal leakage.,Lubrication failure,"Thermal fatigue, Lubrication failure",Switched to standby unit,Recalibrated sensor,Negligible,12.8,34.88,L. Pillai,K. Das,2024-09-05,Closed
INC-SM-002-023,SM-002,Vacuum Degasser (VD/VOD),Secondary Metallurgy,2024-09-07 01:44:39,A (06:00-14:00),Unplanned breakdown,Vacuum Degasser (VD/VOD) (SM-002) experienced unplanned stoppage due to vacuum pump degradation.,Foreign material ingress,"Misalignment, Insulation degradation",Carried out emergency repair,Realigned shaft/coupling,Moderate,11.7,19.46,D. Banerjee,P. Nair,2024-10-02,Closed - CAPA implemented
INC-SM-002-021,SM-002,Vacuum Degasser (VD/VOD),Secondary Metallurgy,2024-12-31 11:33:07,B (14:00-22:00),Quality deviation event,"Quality deviation traced to Vacuum Degasser (VD/VOD) (SM-002) malfunction (vacuum seal leakage), resulting in off-spec product.",Seal/gasket leakage,Seal/gasket leakage,Switched to standby unit,Inspected and replaced thermal component,Moderate,3.2,6.73,S. Reddy,V. Rao,2025-01-09,Closed
INC-SM-002-003,SM-002,Vacuum Degasser (VD/VOD),Secondary Metallurgy,2025-03-04 05:56:26,C (22:00-06:00),Unplanned breakdown,Vacuum Degasser (VD/VOD) (SM-002) experienced unplanned stoppage due to condenser fouling.,Vibration/imbalance,Belt/chain wear,Carried out emergency repair,Realigned shaft/coupling,Moderate,19.5,30.9,N. Gupta,B. Kulkarni,2025-03-16,Closed
INC-SM-002-012,SM-002,Vacuum Degasser (VD/VOD),Secondary Metallurgy,2025-03-26 12:37:04,A (06:00-14:00),Quality deviation event,"Quality deviation traced to Vacuum Degasser (VD/VOD) (SM-002) malfunction (vacuum pump degradation), resulting in off-spec product.",Corrosion,"Insulation degradation, Hydraulic system fault, Electrical fault",Isolated equipment and informed shift supervisor,Replaced bearing,Minor,7.1,11.86,P. Nair,A. Verma,,Under investigation
INC-SM-002-008,SM-002,Vacuum Degasser (VD/VOD),Secondary Metallurgy,2025-05-12 19:15:56,C (22:00-06:00),Environmental excursion,Environmental parameter excursion (emission/effluent) associated with Vacuum Degasser (VD/VOD) (SM-002) operation.,Lubrication failure,"Material blockage/jam, Overload/overcurrent",Stopped operation and applied LOTO,Replenished/changed lubricant,Minor,1.5,2.17,N. Gupta,G. Chatterjee,2025-05-18,Closed - CAPA implemented
INC-SM-002-015,SM-002,Vacuum Degasser (VD/VOD),Secondary Metallurgy,2025-06-13 10:21:25,C (22:00-06:00),Unplanned breakdown,Vacuum Degasser (VD/VOD) (SM-002) experienced unplanned stoppage due to condenser fouling.,Control system/software fault,Belt/chain wear,Continued operation with reduced load and monitoring,Replaced bearing,Minor,82.1,122.07,D. Banerjee,S. Reddy,,Open
INC-SM-002-024,SM-002,Vacuum Degasser (VD/VOD),Secondary Metallurgy,2025-06-30 17:15:16,B (14:00-22:00),Unplanned breakdown,Vacuum Degasser (VD/VOD) (SM-002) experienced unplanned stoppage due to steam ejector nozzle wear.,Overload/overcurrent,"Sensor/instrument drift, Vibration/imbalance",Continued operation with reduced load and monitoring,Replenished/changed lubricant,Negligible,18.9,51.76,N. Gupta,C. Joshi,2025-07-05,Closed
INC-SM-002-005,SM-002,Vacuum Degasser (VD/VOD),Secondary Metallurgy,2025-07-06 09:54:26,A (06:00-14:00),Production stoppage,"Production stoppage caused by condenser fouling on Vacuum Degasser (VD/VOD) (SM-002), affecting downstream units.",Sensor/instrument drift,Misalignment,Stopped operation and applied LOTO,Recalibrated sensor,Minor,10.6,16.43,T. Singh,V. Rao,2025-08-01,Closed
INC-SM-002-011,SM-002,Vacuum Degasser (VD/VOD),Secondary Metallurgy,2025-08-22 05:10:05,B (14:00-22:00),Near-miss,Near-miss event observed near Vacuum Degasser (VD/VOD) (SM-002) - potential condenser fouling identified before failure occurred.,Lubrication failure,"Material blockage/jam, Insulation degradation",Isolated equipment and informed shift supervisor,Replaced bearing,Severe,0.2,0.0,S. Reddy,P. Nair,2025-08-26,Closed
INC-SM-002-004,SM-002,Vacuum Degasser (VD/VOD),Secondary Metallurgy,2025-09-24 14:07:40,B (14:00-22:00),Unplanned breakdown,Vacuum Degasser (VD/VOD) (SM-002) experienced unplanned stoppage due to vacuum seal leakage.,Hydraulic system fault,"Cooling system fault, Sensor/instrument drift",Stopped operation and applied LOTO,Replaced belt/chain,Negligible,3.2,8.23,N. Gupta,J. Mehta,,Open
INC-SM-002-007,SM-002,Vacuum Degasser (VD/VOD),Secondary Metallurgy,2025-10-09 12:24:46,A (06:00-14:00),Equipment damage,Physical damage to Vacuum Degasser (VD/VOD) (SM-002) component due to vacuum pump degradation.,Lubrication failure,"Operator error, Material blockage/jam",Isolated equipment and informed shift supervisor,Retrained operator on procedure,Negligible,7.5,22.45,M. Iqbal,R. Sharma,2025-10-24,Closed - CAPA implemented
INC-SM-002-002,SM-002,Vacuum Degasser (VD/VOD),Secondary Metallurgy,2025-11-04 00:25:22,C (22:00-06:00),Production stoppage,"Production stoppage caused by vacuum seal leakage on Vacuum Degasser (VD/VOD) (SM-002), affecting downstream units.",Thermal fatigue,"Overload/overcurrent, Seal/gasket leakage, Insulation degradation",Carried out emergency repair,Replaced belt/chain,Moderate,3.0,9.46,T. Singh,B. Kulkarni,2025-11-23,Closed
INC-SM-002-019,SM-002,Vacuum Degasser (VD/VOD),Secondary Metallurgy,2025-12-09 16:11:02,B (14:00-22:00),Production stoppage,"Production stoppage caused by steam ejector nozzle wear on Vacuum Degasser (VD/VOD) (SM-002), affecting downstream units.",Refractory/lining wear,"Refractory/lining wear, Corrosion, Hydraulic system fault",Switched to standby unit,Recalibrated sensor,Moderate,103.9,518.96,J. Mehta,M. Iqbal,2025-12-21,Closed
INC-SM-002-016,SM-002,Vacuum Degasser (VD/VOD),Secondary Metallurgy,2025-12-15 23:06:26,C (22:00-06:00),Unplanned breakdown,Vacuum Degasser (VD/VOD) (SM-002) experienced unplanned stoppage due to vacuum seal leakage.,Hydraulic system fault,"Insulation degradation, Misalignment",Switched to standby unit,Replaced motor winding/insulation,Negligible,6.4,12.77,J. Mehta,A. Verma,2025-12-30,Closed - CAPA implemented
INC-SM-002-022,SM-002,Vacuum Degasser (VD/VOD),Secondary Metallurgy,2025-12-19 16:03:16,A (06:00-14:00),Unplanned breakdown,Vacuum Degasser (VD/VOD) (SM-002) experienced unplanned stoppage due to condenser fouling.,Bearing wear/failure,"Insulation degradation, Overload/overcurrent, Sensor/instrument drift",Switched to standby unit,Cleaned and applied anti-corrosion coating,Major,15.1,15.39,N. Gupta,K. Das,2025-12-21,Closed
INC-SM-002-009,SM-002,Vacuum Degasser (VD/VOD),Secondary Metallurgy,2025-12-31 05:42:25,A (06:00-14:00),Unplanned breakdown,Vacuum Degasser (VD/VOD) (SM-002) experienced unplanned stoppage due to steam ejector nozzle wear.,Bearing wear/failure,"Vibration/imbalance, Seal/gasket leakage",Continued operation with reduced load and monitoring,Replenished/changed lubricant,Negligible,27.5,70.95,T. Singh,K. Das,2026-01-28,Closed - CAPA implemented
INC-SM-003-003,SM-003,RH Degassing System,Secondary Metallurgy,2024-01-05 06:11:57,B (14:00-22:00),Unplanned breakdown,RH Degassing System (SM-003) experienced unplanned stoppage due to vacuum vessel leakage.,Material blockage/jam,"Operator error, Lubrication failure",Carried out emergency repair,Replaced bearing,Moderate,82.6,221.53,D. Banerjee,C. Joshi,2024-01-08,Closed
INC-SM-003-009,SM-003,RH Degassing System,Secondary Metallurgy,2024-02-03 11:42:49,B (14:00-22:00),Unplanned breakdown,RH Degassing System (SM-003) experienced unplanned stoppage due to lift mechanism wear.,Misalignment,"Control system/software fault, Operator error, Insulation degradation",Switched to standby unit,Balanced rotating component,Moderate,56.6,121.27,T. Singh,P. Nair,2024-02-17,Closed
INC-SM-003-025,SM-003,RH Degassing System,Secondary Metallurgy,2024-02-28 13:21:49,A (06:00-14:00),Unplanned breakdown,RH Degassing System (SM-003) experienced unplanned stoppage due to argon line blockage.,Hydraulic system fault,"Insulation degradation, Material blockage/jam",Stopped operation and applied LOTO,Flushed and repaired cooling circuit,Severe,108.1,416.41,A. Verma,R. Sharma,2024-03-20,Closed
INC-SM-003-022,SM-003,RH Degassing System,Secondary Metallurgy,2024-03-18 07:41:56,B (14:00-22:00),Production stoppage,"Production stoppage caused by argon line blockage on RH Degassing System (SM-003), affecting downstream units.",Operator error,"Material blockage/jam, Loose fastener/connection",Switched to standby unit,Updated PLC/software parameters,Moderate,21.6,39.42,D. Banerjee,M. Iqbal,2024-04-07,Closed
INC-SM-003-016,SM-003,RH Degassing System,Secondary Metallurgy,2024-03-27 19:47:53,C (22:00-06:00),Unplanned breakdown,RH Degassing System (SM-003) experienced unplanned stoppage due to lift mechanism wear.,Loose fastener/connection,Cooling system fault,Carried out emergency repair,Replaced motor winding/insulation,Moderate,31.1,90.56,B. Kulkarni,K. Das,2024-04-22,Closed - CAPA implemented
INC-SM-003-010,SM-003,RH Degassing System,Secondary Metallurgy,2024-04-30 16:22:56,A (06:00-14:00),Near-miss,Near-miss event observed near RH Degassing System (SM-003) - potential snorkel refractory wear identified before failure occurred.,Electrical fault,"Vibration/imbalance, Electrical fault, Material blockage/jam",Continued operation with reduced load and monitoring,Reset overload relay and checked load,Major,1.2,0.0,K. Das,D. Banerjee,2024-05-06,Closed
INC-SM-003-011,SM-003,RH Degassing System,Secondary Metallurgy,2024-06-30 00:42:15,C (22:00-06:00),Near-miss,Near-miss event observed near RH Degassing System (SM-003) - potential argon line blockage identified before failure occurred.,Corrosion,Belt/chain wear,Switched to standby unit,Replaced bearing,Minor,1.1,0.0,A. Verma,N. Gupta,2024-07-06,Closed
INC-SM-003-013,SM-003,RH Degassing System,Secondary Metallurgy,2024-07-21 05:12:59,B (14:00-22:00),Equipment damage,Physical damage to RH Degassing System (SM-003) component due to vacuum vessel leakage.,Overload/overcurrent,"Thermal fatigue, Sensor/instrument drift",Stopped operation and applied LOTO,Cleared blockage and inspected chute,Minor,13.7,18.42,A. Verma,P. Nair,2024-08-11,Closed
INC-SM-003-007,SM-003,RH Degassing System,Secondary Metallurgy,2024-09-01 23:31:04,B (14:00-22:00),Unplanned breakdown,RH Degassing System (SM-003) experienced unplanned stoppage due to argon line blockage.,Overload/overcurrent,"Seal/gasket leakage, Foreign material ingress",Continued operation with reduced load and monitoring,Inspected and replaced thermal component,Minor,25.5,58.94,D. Banerjee,P. Nair,,Under investigation
INC-SM-003-019,SM-003,RH Degassing System,Secondary Metallurgy,2024-10-06 12:19:15,B (14:00-22:00),Unplanned breakdown,RH Degassing System (SM-003) experienced unplanned stoppage due to lift mechanism wear.,Vibration/imbalance,"Control system/software fault, Lubrication failure",Stopped operation and applied LOTO,Cleaned and applied anti-corrosion coating,Negligible,4.9,5.29,V. Rao,S. Reddy,2024-11-04,Closed
INC-SM-003-017,SM-003,RH Degassing System,Secondary Metallurgy,2024-10-30 10:40:32,A (06:00-14:00),Unplanned breakdown,RH Degassing System (SM-003) experienced unplanned stoppage due to lift mechanism wear.,Belt/chain wear,"Insulation degradation, Electrical fault, Material blockage/jam",Carried out emergency repair,Tightened/replaced fasteners,Major,11.2,11.21,P. Nair,G. Chatterjee,2024-11-02,Closed - CAPA implemented
INC-SM-003-008,SM-003,RH Degassing System,Secondary Metallurgy,2024-11-01 04:52:59,C (22:00-06:00),Equipment damage,Physical damage to RH Degassing System (SM-003) component due to lift mechanism wear.,Belt/chain wear,"Loose fastener/connection, Cooling system fault",Switched to standby unit,Cleaned and applied anti-corrosion coating,Minor,1.3,1.52,D. Banerjee,K. Das,2024-11-30,Closed - CAPA implemented
INC-SM-003-001,SM-003,RH Degassing System,Secondary Metallurgy,2024-11-16 23:34:54,A (06:00-14:00),Unplanned breakdown,RH Degassing System (SM-003) experienced unplanned stoppage due to snorkel refractory wear.,Electrical fault,"Electrical fault, Overload/overcurrent, Bearing wear/failure",Switched to standby unit,Repaired/replaced refractory section,Moderate,6.6,8.4,G. Chatterjee,P. Nair,,Under investigation
INC-SM-003-012,SM-003,RH Degassing System,Secondary Metallurgy,2024-11-28 14:19:54,B (14:00-22:00),Production stoppage,"Production stoppage caused by argon line blockage on RH Degassing System (SM-003), affecting downstream units.",Overload/overcurrent,"Loose fastener/connection, Cooling system fault, Seal/gasket leakage",Carried out emergency repair,Balanced rotating component,Minor,5.8,15.96,K. Das,S. Reddy,2024-12-07,Closed - CAPA implemented
INC-SM-003-002,SM-003,RH Degassing System,Secondary Metallurgy,2025-02-02 13:23:48,C (22:00-06:00),Environmental excursion,Environmental parameter excursion (emission/effluent) associated with RH Degassing System (SM-003) operation.,Corrosion,"Vibration/imbalance, Sensor/instrument drift, Operator error",Isolated equipment and informed shift supervisor,Reset overload relay and checked load,Minor,5.8,8.98,A. Verma,R. Sharma,2025-03-03,Closed - CAPA implemented
INC-SM-003-021,SM-003,RH Degassing System,Secondary Metallurgy,2025-03-07 06:06:26,B (14:00-22:00),Environmental excursion,Environmental parameter excursion (emission/effluent) associated with RH Degassing System (SM-003) operation.,Foreign material ingress,Electrical fault,Stopped operation and applied LOTO,Tightened/replaced fasteners,Negligible,3.6,3.15,M. Iqbal,B. Kulkarni,2025-03-18,Closed
