alert_id,equipment_id,equipment_name,category,timestamp,sensor_name,observed_value,baseline_value,deviation_pct,alert_level,detection_method,probable_cause,recommended_action,acknowledged,acknowledged_by,resolution_status
ALM-RM-008-0012,RM-008,Shear (Plate Mill),Rolling Mills - Plate Mill,28-01-2025 19:02,hydraulic_pressure_bar,204.61,166.44,22.9,Warning,Rule-based threshold (SOP limit),Minor process variation / transient condition,Continue monitoring; no immediate action required,Yes,B. Kulkarni,Resolved - false positive
ALM-RM-008-0013,RM-008,Shear (Plate Mill),Rolling Mills - Plate Mill,14-05-2025 23:32,cycle_time_s,26.13,21.99,18.8,Warning,ML anomaly score (Isolation Forest),Minor process variation / transient condition,Continue monitoring; no immediate action required,Yes,S. Reddy,Resolved - false positive
ALM-RM-008-0014,RM-008,Shear (Plate Mill),Rolling Mills - Plate Mill,13-06-2025 15:46,blade_gap_mm,80.85,70.61,14.5,Information,Statistical threshold (3-sigma),Minor process variation / transient condition,Continue monitoring; no immediate action required,Yes,V. Rao,Closed - informational only
ALM-RM-008-0015,RM-008,Shear (Plate Mill),Rolling Mills - Plate Mill,26-07-2025 06:09,blade_gap_mm,175.75,157.93,11.3,Warning,Pattern/frequency analysis (FFT),Minor process variation / transient condition,Continue monitoring; no immediate action required,Yes,S. Reddy,Resolved - false positive
ALM-RM-008-0016,RM-008,Shear (Plate Mill),Rolling Mills - Plate Mill,04-08-2025 22:00,blade_gap_mm,125.33,109.56,14.4,Information,ML anomaly score (Autoencoder reconstruction error),Minor process variation / transient condition,Continue monitoring; no immediate action required,Yes,N. Gupta,Closed - informational only
ALM-RM-008-0017,RM-008,Shear (Plate Mill),Rolling Mills - Plate Mill,31-08-2025 18:40,hydraulic_pressure_bar,117.87,100.86,16.9,Warning,Rate-of-change detection,Minor process variation / transient condition,Continue monitoring; no immediate action required,Yes,K. Das,Resolved - false positive
ALM-RM-008-0018,RM-008,Shear (Plate Mill),Rolling Mills - Plate Mill,21-09-2025 00:57,blade_temperature_C,45.7,40.26,13.5,Information,Statistical threshold (3-sigma),Drive coupling wear,Continue monitoring; log for trend analysis,Yes,N. Gupta,Closed - informational only
ALM-RM-008-0019,RM-008,Shear (Plate Mill),Rolling Mills - Plate Mill,29-09-2025 05:55,hydraulic_pressure_bar,137.61,114.7,20,Warning,Rule-based threshold (SOP limit),Drive coupling wear,Schedule inspection within next maintenance window,Yes,M. Iqbal,Resolved - maintenance performed
ALM-RM-008-0020,RM-008,Shear (Plate Mill),Rolling Mills - Plate Mill,01-10-2025 13:48,hydraulic_pressure_bar,172.35,96.51,78.6,Critical,Rule-based threshold (SOP limit),Drive coupling wear,Immediate inspection required; consider equipment shutdown,Yes,D. Banerjee,Open - pending inspection
ALM-RM-008-0021,RM-008,Shear (Plate Mill),Rolling Mills - Plate Mill,30-11-2025 08:24,cycle_time_s,99.56,84.26,18.2,Warning,Statistical threshold (3-sigma),Minor process variation / transient condition,Continue monitoring; no immediate action required,Yes,L. Pillai,Resolved - false positive
ALM-RM-008-0022,RM-008,Shear (Plate Mill),Rolling Mills - Plate Mill,09-12-2025 11:36,cycle_time_s,118.11,95.91,23.1,Warning,ML anomaly score (Autoencoder reconstruction error),Minor process variation / transient condition,Continue monitoring; no immediate action required,Yes,G. Chatterjee,Resolved - false positive
ALM-RM-008-0023,RM-008,Shear (Plate Mill),Rolling Mills - Plate Mill,11-12-2025 17:16,blade_gap_mm,225.42,194.78,15.7,Warning,ML anomaly score (Autoencoder reconstruction error),Minor process variation / transient condition,Continue monitoring; no immediate action required,Yes,C. Joshi,Resolved - false positive
ALM-RM-008-0024,RM-008,Shear (Plate Mill),Rolling Mills - Plate Mill,13-12-2025 18:31,hydraulic_pressure_bar,78.32,59.76,31.1,Warning,Statistical threshold (3-sigma),Blade clearance misalignment,Schedule inspection within next maintenance window,Yes,R. Sharma,Resolved - false positive
ALM-RM-008-0025,RM-008,Shear (Plate Mill),Rolling Mills - Plate Mill,16-12-2025 07:27,cycle_time_s,243.23,188.76,28.9,Warning,ML anomaly score (Autoencoder reconstruction error),Hydraulic cylinder leak,Schedule inspection within next maintenance window,Yes,N. Gupta,Resolved - maintenance performed
ALM-RM-008-0026,RM-008,Shear (Plate Mill),Rolling Mills - Plate Mill,18-12-2025 06:30,cycle_time_s,326.22,181.53,79.7,Critical,ML anomaly score (Isolation Forest),Blade clearance misalignment,Immediate inspection required; consider equipment shutdown,Yes,J. Mehta,Resolved - false positive
ALM-RM-008-0027,RM-008,Shear (Plate Mill),Rolling Mills - Plate Mill,19-12-2025 06:44,hydraulic_pressure_bar,363.7,168.09,116.4,Critical,ML anomaly score (Isolation Forest),Drive coupling wear,Immediate inspection required; consider equipment shutdown,Yes,G. Chatterjee,Resolved - maintenance performed
ALM-RM-009-0001,RM-009,Rolling Stand (Bar & Rod Mill),Rolling Mills - Bar & Rod Mill,14-01-2024 15:40,bearing_temperature_C,24.62,20.06,22.8,Information,Statistical threshold (3-sigma),Minor process variation / transient condition,Continue monitoring; no immediate action required,Yes,P. Nair,Closed - informational only
ALM-RM-009-0002,RM-009,Rolling Stand (Bar & Rod Mill),Rolling Mills - Bar & Rod Mill,06-02-2024 01:21,bearing_temperature_C,97.53,91.24,6.9,Warning,Rate-of-change detection,Minor process variation / transient condition,Continue monitoring; no immediate action required,Yes,T. Singh,Resolved - false positive
ALM-RM-009-0003,RM-009,Rolling Stand (Bar & Rod Mill),Rolling Mills - Bar & Rod Mill,08-04-2024 00:56,vibration_mm_s,56.8,53.11,6.9,Information,Trend deviation from baseline,Minor process variation / transient condition,Continue monitoring; no immediate action required,Yes,M. Iqbal,Closed - informational only
ALM-RM-009-0004,RM-009,Rolling Stand (Bar & Rod Mill),Rolling Mills - Bar & Rod Mill,06-07-2024 12:55,vibration_mm_s,179.02,146.57,22.1,Information,ML anomaly score (Autoencoder reconstruction error),Minor process variation / transient condition,Continue monitoring; no immediate action required,Yes,L. Pillai,Closed - informational only
ALM-RM-009-0005,RM-009,Rolling Stand (Bar & Rod Mill),Rolling Mills - Bar & Rod Mill,04-08-2024 10:04,rolling_force_kN,50.49,44.22,14.2,Warning,Rule-based threshold (SOP limit),Minor process variation / transient condition,Continue monitoring; no immediate action required,Yes,V. Rao,Resolved - false positive
ALM-RM-009-0006,RM-009,Rolling Stand (Bar & Rod Mill),Rolling Mills - Bar & Rod Mill,21-09-2024 02:44,bearing_temperature_C,190.83,167.25,14.1,Information,ML anomaly score (Isolation Forest),Minor process variation / transient condition,Continue monitoring; no immediate action required,Yes,D. Banerjee,Closed - informational only
ALM-RM-009-0007,RM-009,Rolling Stand (Bar & Rod Mill),Rolling Mills - Bar & Rod Mill,30-09-2024 20:57,rolling_force_kN,111.73,96.91,15.3,Information,ML anomaly score (Autoencoder reconstruction error),Minor process variation / transient condition,Continue monitoring; no immediate action required,Yes,L. Pillai,Closed - informational only
ALM-RM-009-0008,RM-009,Rolling Stand (Bar & Rod Mill),Rolling Mills - Bar & Rod Mill,29-10-2024 16:27,roll_speed_rpm,133.7,116.41,14.9,Information,Rule-based threshold (SOP limit),Minor process variation / transient condition,Continue monitoring; no immediate action required,Yes,P. Nair,Closed - informational only
ALM-RM-009-0009,RM-009,Rolling Stand (Bar & Rod Mill),Rolling Mills - Bar & Rod Mill,08-11-2024 12:26,rolling_force_kN,195.61,172.63,13.3,Information,Rate-of-change detection,Roll groove wear,Continue monitoring; log for trend analysis,Yes,C. Joshi,Closed - informational only
ALM-RM-009-0010,RM-009,Rolling Stand (Bar & Rod Mill),Rolling Mills - Bar & Rod Mill,13-11-2024 12:56,rolling_force_kN,108.65,80.72,34.6,Warning,ML anomaly score (Autoencoder reconstruction error),Roll groove wear,Schedule inspection within next maintenance window,Yes,T. Singh,Resolved - maintenance performed
ALM-RM-009-0011,RM-009,Rolling Stand (Bar & Rod Mill),Rolling Mills - Bar & Rod Mill,16-11-2024 00:04,roll_speed_rpm,215.17,178.9,20.3,Warning,Trend deviation from baseline,Roll groove wear,Schedule inspection within next maintenance window,Yes,M. Iqbal,Open - pending inspection
ALM-RM-009-0012,RM-009,Rolling Stand (Bar & Rod Mill),Rolling Mills - Bar & Rod Mill,18-11-2024 06:21,vibration_mm_s,307.58,196.8,56.3,Critical,Trend deviation from baseline,Gearbox oil leak,Immediate inspection required; consider equipment shutdown,Yes,R. Sharma,Open - pending inspection
ALM-RM-009-0013,RM-009,Rolling Stand (Bar & Rod Mill),Rolling Mills - Bar & Rod Mill,19-11-2024 21:51,roll_speed_rpm,174.82,120.37,45.2,Critical,Rule-based threshold (SOP limit),Guide misalignment,Immediate inspection required; consider equipment shutdown,No,,Resolved - maintenance performed
ALM-RM-009-0014,RM-009,Rolling Stand (Bar & Rod Mill),Rolling Mills - Bar & Rod Mill,24-11-2024 04:01,roll_gap_mm,159.13,141.93,12.1,Information,ML anomaly score (Isolation Forest),Minor process variation / transient condition,Continue monitoring; no immediate action required,No,,Closed - informational only
ALM-RM-009-0015,RM-009,Rolling Stand (Bar & Rod Mill),Rolling Mills - Bar & Rod Mill,01-12-2024 03:43,roll_speed_rpm,145.17,118.33,22.7,Warning,Rule-based threshold (SOP limit),Minor process variation / transient condition,Continue monitoring; no immediate action required,Yes,B. Kulkarni,Resolved - false positive
ALM-RM-009-0016,RM-009,Rolling Stand (Bar & Rod Mill),Rolling Mills - Bar & Rod Mill,01-12-2024 04:41,rolling_force_kN,203.11,172.29,17.9,Information,ML anomaly score (Isolation Forest),Minor process variation / transient condition,Continue monitoring; no immediate action required,No,,Closed - informational only
ALM-RM-009-0017,RM-009,Rolling Stand (Bar & Rod Mill),Rolling Mills - Bar & Rod Mill,05-12-2024 05:56,rolling_force_kN,83.78,75.6,10.8,Information,Trend deviation from baseline,Minor process variation / transient condition,Continue monitoring; no immediate action required,No,,Closed - informational only
ALM-RM-009-0018,RM-009,Rolling Stand (Bar & Rod Mill),Rolling Mills - Bar & Rod Mill,07-03-2025 23:19,rolling_force_kN,176.27,165.64,6.4,Information,Rule-based threshold (SOP limit),Minor process variation / transient condition,Continue monitoring; no immediate action required,No,,Closed - informational only
ALM-RM-009-0019,RM-009,Rolling Stand (Bar & Rod Mill),Rolling Mills - Bar & Rod Mill,09-03-2025 05:10,rolling_force_kN,151.63,134.72,12.6,Information,Rule-based threshold (SOP limit),Roll groove wear,Continue monitoring; log for trend analysis,Yes,S. Reddy,Closed - informational only
ALM-RM-009-0020,RM-009,Rolling Stand (Bar & Rod Mill),Rolling Mills - Bar & Rod Mill,14-03-2025 17:32,roll_speed_rpm,155.29,129.23,20.2,Warning,Statistical threshold (3-sigma),Guide misalignment,Schedule inspection within next maintenance window,No,,Open - pending inspection
ALM-RM-009-0021,RM-009,Rolling Stand (Bar & Rod Mill),Rolling Mills - Bar & Rod Mill,17-03-2025 07:20,vibration_mm_s,138.34,106.65,29.7,Warning,ML anomaly score (Isolation Forest),Roll groove wear,Schedule inspection within next maintenance window,Yes,V. Rao,Resolved - maintenance performed
ALM-RM-009-0022,RM-009,Rolling Stand (Bar & Rod Mill),Rolling Mills - Bar & Rod Mill,19-03-2025 10:56,roll_speed_rpm,285.66,169.23,68.8,Critical,ML anomaly score (Isolation Forest),Gearbox oil leak,Immediate inspection required; consider equipment shutdown,No,,Resolved - maintenance performed
ALM-RM-009-0023,RM-009,Rolling Stand (Bar & Rod Mill),Rolling Mills - Bar & Rod Mill,20-03-2025 02:35,vibration_mm_s,227.91,142.19,60.3,Critical,Rate-of-change detection,Guide misalignment,Immediate inspection required; consider equipment shutdown,Yes,V. Rao,Resolved - maintenance performed
ALM-RM-009-0024,RM-009,Rolling Stand (Bar & Rod Mill),Rolling Mills - Bar & Rod Mill,28-07-2025 15:50,roll_speed_rpm,28.75,23.94,20.1,Information,ML anomaly score (Autoencoder reconstruction error),Minor process variation / transient condition,Continue monitoring; no immediate action required,Yes,A. Verma,Closed - informational only
ALM-RM-009-0025,RM-009,Rolling Stand (Bar & Rod Mill),Rolling Mills - Bar & Rod Mill,30-07-2025 17:46,bearing_temperature_C,157.51,144.21,9.2,Information,Rule-based threshold (SOP limit),Bearing failure,Continue monitoring; log for trend analysis,Yes,V. Rao,Closed - informational only
ALM-RM-009-0026,RM-009,Rolling Stand (Bar & Rod Mill),Rolling Mills - Bar & Rod Mill,04-08-2025 14:41,vibration_mm_s,168.01,145.9,15.2,Warning,Trend deviation from baseline,Roll groove wear,Schedule inspection within next maintenance window,Yes,P. Nair,Escalated to maintenance
ALM-RM-009-0027,RM-009,Rolling Stand (Bar & Rod Mill),Rolling Mills - Bar & Rod Mill,07-08-2025 11:23,vibration_mm_s,143.53,124.53,15.3,Warning,Statistical threshold (3-sigma),Bearing failure,Schedule inspection within next maintenance window,Yes,G. Chatterjee,Resolved - maintenance performed
ALM-RM-009-0028,RM-009,Rolling Stand (Bar & Rod Mill),Rolling Mills - Bar & Rod Mill,09-08-2025 21:01,vibration_mm_s,50.22,29.37,71,Critical,Trend deviation from baseline,Bearing failure,Immediate inspection required; consider equipment shutdown,Yes,D. Banerjee,Resolved - maintenance performed
ALM-RM-009-0029,RM-009,Rolling Stand (Bar & Rod Mill),Rolling Mills - Bar & Rod Mill,10-08-2025 22:32,roll_gap_mm,135.37,72.09,87.8,Critical,Pattern/frequency analysis (FFT),Guide misalignment,Immediate inspection required; consider equipment shutdown,Yes,V. Rao,Resolved - maintenance performed
ALM-RM-009-0030,RM-009,Rolling Stand (Bar & Rod Mill),Rolling Mills - Bar & Rod Mill,23-12-2025 13:16,vibration_mm_s,151.76,133.15,14,Warning,Rule-based threshold (SOP limit),Minor process variation / transient condition,Continue monitoring; no immediate action required,Yes,D. Banerjee,Resolved - false positive
ALM-RM-010-0001,RM-010,Looper (Bar & Rod Mill),Rolling Mills - Bar & Rod Mill,30-03-2024 19:04,motor_current_A,144.87,130.25,11.2,Information,Rule-based threshold (SOP limit),Minor process variation / transient condition,Continue monitoring; no immediate action required,Yes,B. Kulkarni,Closed - informational only
ALM-RM-010-0002,RM-010,Looper (Bar & Rod Mill),Rolling Mills - Bar & Rod Mill,13-04-2024 12:56,motor_current_A,70.19,58.88,19.2,Information,ML anomaly score (Isolation Forest),Minor process variation / transient condition,Continue monitoring; no immediate action required,No,,Closed - informational only
ALM-RM-010-0003,RM-010,Looper (Bar & Rod Mill),Rolling Mills - Bar & Rod Mill,25-04-2024 16:37,response_time_ms,51.65,48.79,5.9,Information,Rule-based threshold (SOP limit),Minor process variation / transient condition,Continue monitoring; no immediate action required,Yes,L. Pillai,Closed - informational only
ALM-RM-010-0004,RM-010,Looper (Bar & Rod Mill),Rolling Mills - Bar & Rod Mill,07-05-2024 13:15,motor_current_A,91.36,76.84,18.9,Information,Rule-based threshold (SOP limit),Minor process variation / transient condition,Continue monitoring; no immediate action required,Yes,D. Banerjee,Closed - informational only
ALM-RM-010-0005,RM-010,Looper (Bar & Rod Mill),Rolling Mills - Bar & Rod Mill,14-06-2024 11:44,response_time_ms,104.5,91.04,14.8,Information,Trend deviation from baseline,Minor process variation / transient condition,Continue monitoring; no immediate action required,Yes,K. Das,Closed - informational only
ALM-RM-010-0006,RM-010,Looper (Bar & Rod Mill),Rolling Mills - Bar & Rod Mill,29-06-2024 00:04,looper_angle_deg,207.94,169.45,22.7,Information,Rule-based threshold (SOP limit),Minor process variation / transient condition,Continue monitoring; no immediate action required,Yes,G. Chatterjee,Closed - informational only
ALM-RM-010-0007,RM-010,Looper (Bar & Rod Mill),Rolling Mills - Bar & Rod Mill,17-07-2024 07:23,pneumatic_pressure_bar,147.72,131.39,12.4,Information,Statistical threshold (3-sigma),Tension control fault,Continue monitoring; log for trend analysis,No,,Closed - informational only
ALM-RM-010-0008,RM-010,Looper (Bar & Rod Mill),Rolling Mills - Bar & Rod Mill,22-07-2024 06:19,motor_current_A,236.87,192.64,23,Warning,Rate-of-change detection,Tension control fault,Schedule inspection within next maintenance window,No,,Resolved - maintenance performed
ALM-RM-010-0009,RM-010,Looper (Bar & Rod Mill),Rolling Mills - Bar & Rod Mill,25-07-2024 03:24,response_time_ms,185.38,135.16,37.2,Warning,Trend deviation from baseline,Tension control fault,Schedule inspection within next maintenance window,Yes,V. Rao,Resolved - maintenance performed
ALM-RM-010-0010,RM-010,Looper (Bar & Rod Mill),Rolling Mills - Bar & Rod Mill,27-07-2024 09:42,tension_control_pct,228.22,152.13,50,Critical,Pattern/frequency analysis (FFT),Looper arm wear,Immediate inspection required; consider equipment shutdown,Yes,A. Verma,Escalated to maintenance
ALM-RM-010-0011,RM-010,Looper (Bar & Rod Mill),Rolling Mills - Bar & Rod Mill,09-08-2024 14:49,motor_current_A,69.93,58.43,19.7,Information,Trend deviation from baseline,Minor process variation / transient condition,Continue monitoring; no immediate action required,Yes,A. Verma,Closed - informational only
ALM-RM-010-0012,RM-010,Looper (Bar & Rod Mill),Rolling Mills - Bar & Rod Mill,24-08-2024 19:56,tension_control_pct,173.77,163.31,6.4,Warning,Rule-based threshold (SOP limit),Minor process variation / transient condition,Continue monitoring; no immediate action required,Yes,A. Verma,Resolved - false positive
ALM-RM-010-0013,RM-010,Looper (Bar & Rod Mill),Rolling Mills - Bar & Rod Mill,31-08-2024 04:36,looper_angle_deg,192.2,163.97,17.2,Warning,ML anomaly score (Isolation Forest),Minor process variation / transient condition,Continue monitoring; no immediate action required,Yes,N. Gupta,Resolved - false positive
ALM-RM-010-0014,RM-010,Looper (Bar & Rod Mill),Rolling Mills - Bar & Rod Mill,09-09-2024 22:19,tension_control_pct,182.65,159.08,14.8,Information,Rule-based threshold (SOP limit),Minor process variation / transient condition,Continue monitoring; no immediate action required,Yes,R. Sharma,Closed - informational only
ALM-RM-010-0015,RM-010,Looper (Bar & Rod Mill),Rolling Mills - Bar & Rod Mill,10-09-2024 22:41,looper_angle_deg,41.45,38.33,8.1,Information,ML anomaly score (Isolation Forest),Looper arm wear,Continue monitoring; log for trend analysis,Yes,L. Pillai,Closed - informational only
ALM-RM-010-0016,RM-010,Looper (Bar & Rod Mill),Rolling Mills - Bar & Rod Mill,15-09-2024 21:49,pneumatic_pressure_bar,172.58,147.3,17.2,Warning,Pattern/frequency analysis (FFT),Position sensor drift,Schedule inspection within next maintenance window,Yes,M. Iqbal,Open - pending inspection
ALM-RM-010-0017,RM-010,Looper (Bar & Rod Mill),Rolling Mills - Bar & Rod Mill,20-09-2024 21:36,tension_control_pct,218.4,100.96,116.3,Critical,Statistical threshold (3-sigma),Tension control fault,Immediate inspection required; consider equipment shutdown,Yes,L. Pillai,Open - pending inspection
ALM-RM-010-0018,RM-010,Looper (Bar & Rod Mill),Rolling Mills - Bar & Rod Mill,12-01-2025 07:48,motor_current_A,174.6,166.25,5,Information,Rule-based threshold (SOP limit),Minor process variation / transient condition,Continue monitoring; no immediate action required,Yes,N. Gupta,Closed - informational only
ALM-RM-010-0019,RM-010,Looper (Bar & Rod Mill),Rolling Mills - Bar & Rod Mill,01-04-2025 11:08,pneumatic_pressure_bar,232.02,191.17,21.4,Information,ML anomaly score (Isolation Forest),Minor process variation / transient condition,Continue monitoring; no immediate action required,Yes,V. Rao,Closed - informational only
ALM-RM-010-0020,RM-010,Looper (Bar & Rod Mill),Rolling Mills - Bar & Rod Mill,12-04-2025 20:16,looper_angle_deg,36.46,31.96,14.1,Information,Statistical threshold (3-sigma),Minor process variation / transient condition,Continue monitoring; no immediate action required,Yes,V. Rao,Closed - informational only
ALM-RM-010-0021,RM-010,Looper (Bar & Rod Mill),Rolling Mills - Bar & Rod Mill,05-05-2025 15:49,motor_current_A,209.1,185.72,12.6,Information,Rate-of-change detection,Minor process variation / transient condition,Continue monitoring; no immediate action required,Yes,N. Gupta,Closed - informational only
ALM-RM-010-0022,RM-010,Looper (Bar & Rod Mill),Rolling Mills - Bar & Rod Mill,30-07-2025 13:02,looper_angle_deg,53.87,50.31,7.1,Information,ML anomaly score (Isolation Forest),Minor process variation / transient condition,Continue monitoring; no immediate action required,Yes,B. Kulkarni,Closed - informational only
ALM-RM-010-0023,RM-010,Looper (Bar & Rod Mill),Rolling Mills - Bar & Rod Mill,06-08-2025 17:00,tension_control_pct,210.19,196.69,6.9,Information,Statistical threshold (3-sigma),Pneumatic cylinder leak,Continue monitoring; log for trend analysis,Yes,R. Sharma,Closed - informational only
ALM-RM-010-0024,RM-010,Looper (Bar & Rod Mill),Rolling Mills - Bar & Rod Mill,16-08-2025 22:23,response_time_ms,82.33,37.68,118.5,Critical,Rate-of-change detection,Position sensor drift,Immediate inspection required; consider equipment shutdown,Yes,D. Banerjee,Escalated to maintenance
ALM-RM-010-0025,RM-010,Looper (Bar & Rod Mill),Rolling Mills - Bar & Rod Mill,17-08-2025 12:57,pneumatic_pressure_bar,285.01,158.88,79.4,Critical,Rule-based threshold (SOP limit),Looper arm wear,Immediate inspection required; consider equipment shutdown,Yes,G. Chatterjee,Resolved - maintenance performed
ALM-RM-010-0026,RM-010,Looper (Bar & Rod Mill),Rolling Mills - Bar & Rod Mill,28-08-2025 15:35,motor_current_A,140.85,132.17,6.6,Warning,ML anomaly score (Autoencoder reconstruction error),Minor process variation / transient condition,Continue monitoring; no immediate action required,Yes,S. Reddy,Resolved - false positive
ALM-RM-011-0001,RM-011,Cooling Bed,Rolling Mills - Bar & Rod Mill,29-01-2024 17:41,rake_speed_m_min,68.47,61.05,12.2,Warning,Rule-based threshold (SOP limit),Minor process variation / transient condition,Continue monitoring; no immediate action required,Yes,P. Nair,Resolved - false positive
ALM-RM-011-0002,RM-011,Cooling Bed,Rolling Mills - Bar & Rod Mill,02-02-2024 20:27,drive_motor_current_A,123.95,104.38,18.7,Information,Trend deviation from baseline,Minor process variation / transient condition,Continue monitoring; no immediate action required,Yes,D. Banerjee,Closed - informational only
ALM-RM-011-0003,RM-011,Cooling Bed,Rolling Mills - Bar & Rod Mill,04-03-2024 14:21,rake_speed_m_min,126.13,115.47,9.2,Information,Statistical threshold (3-sigma),Minor process variation / transient condition,Continue monitoring; no immediate action required,Yes,A. Verma,Closed - informational only
ALM-RM-011-0004,RM-011,Cooling Bed,Rolling Mills - Bar & Rod Mill,14-03-2024 04:03,rake_speed_m_min,79.59,75.03,6.1,Information,ML anomaly score (Isolation Forest),Minor process variation / transient condition,Continue monitoring; no immediate action required,Yes,L. Pillai,Closed - informational only
ALM-RM-011-0005,RM-011,Cooling Bed,Rolling Mills - Bar & Rod Mill,09-04-2024 00:37,rake_speed_m_min,131.34,108.81,20.7,Information,Statistical threshold (3-sigma),Minor process variation / transient condition,Continue monitoring; no immediate action required,Yes,J. Mehta,Closed - informational only
ALM-RM-011-0006,RM-011,Cooling Bed,Rolling Mills - Bar & Rod Mill,20-04-2024 16:49,vibration_mm_s,36.52,30.87,18.3,Information,Rate-of-change detection,Minor process variation / transient condition,Continue monitoring; no immediate action required,Yes,B. Kulkarni,Closed - informational only
ALM-RM-011-0007,RM-011,Cooling Bed,Rolling Mills - Bar & Rod Mill,21-04-2024 19:32,drive_motor_current_A,114.58,99.15,15.6,Information,ML anomaly score (Autoencoder reconstruction error),Minor process variation / transient condition,Continue monitoring; no immediate action required,Yes,T. Singh,Closed - informational only
ALM-RM-011-0008,RM-011,Cooling Bed,Rolling Mills - Bar & Rod Mill,23-05-2024 16:50,tooth_wear_mm,201.8,187.54,7.6,Information,Rule-based threshold (SOP limit),Minor process variation / transient condition,Continue monitoring; no immediate action required,No,,Closed - informational only
ALM-RM-011-0009,RM-011,Cooling Bed,Rolling Mills - Bar & Rod Mill,07-07-2024 15:49,vibration_mm_s,98.75,91.03,8.5,Information,Pattern/frequency analysis (FFT),Minor process variation / transient condition,Continue monitoring; no immediate action required,Yes,R. Sharma,Closed - informational only
ALM-RM-011-0010,RM-011,Cooling Bed,Rolling Mills - Bar & Rod Mill,10-07-2024 10:51,bar_temperature_C,214.72,195.45,9.9,Information,Rule-based threshold (SOP limit),Minor process variation / transient condition,Continue monitoring; no immediate action required,No,,Closed - informational only
ALM-RM-011-0011,RM-011,Cooling Bed,Rolling Mills - Bar & Rod Mill,17-09-2024 10:11,drive_motor_current_A,203.06,175.74,15.5,Information,Rate-of-change detection,Minor process variation / transient condition,Continue monitoring; no immediate action required,Yes,M. Iqbal,Closed - informational only
ALM-RM-011-0012,RM-011,Cooling Bed,Rolling Mills - Bar & Rod Mill,29-09-2024 09:02,tooth_wear_mm,77.06,70.83,8.8,Information,Rule-based threshold (SOP limit),Minor process variation / transient condition,Continue monitoring; no immediate action required,Yes,D. Banerjee,Closed - informational only
ALM-RM-011-0013,RM-011,Cooling Bed,Rolling Mills - Bar & Rod Mill,06-10-2024 15:16,rake_speed_m_min,181.82,147.29,23.4,Information,Pattern/frequency analysis (FFT),Minor process variation / transient condition,Continue monitoring; no immediate action required,Yes,P. Nair,Closed - informational only
ALM-RM-011-0014,RM-011,Cooling Bed,Rolling Mills - Bar & Rod Mill,13-10-2024 07:39,vibration_mm_s,191,167.79,13.8,Information,Rate-of-change detection,Frame misalignment,Continue monitoring; log for trend analysis,Yes,S. Reddy,Closed - informational only
ALM-RM-011-0015,RM-011,Cooling Bed,Rolling Mills - Bar & Rod Mill,18-10-2024 12:57,vibration_mm_s,264.57,197.54,33.9,Warning,ML anomaly score (Isolation Forest),Frame misalignment,Schedule inspection within next maintenance window,Yes,K. Das,Resolved - maintenance performed
ALM-RM-011-0016,RM-011,Cooling Bed,Rolling Mills - Bar & Rod Mill,23-10-2024 17:10,rake_speed_m_min,37.04,25.92,42.9,Critical,ML anomaly score (Isolation Forest),Drive chain stretch,Immediate inspection required; consider equipment shutdown,Yes,V. Rao,Resolved - maintenance performed
ALM-RM-011-0017,RM-011,Cooling Bed,Rolling Mills - Bar & Rod Mill,24-10-2024 20:25,drive_motor_current_A,171.53,112.32,52.7,Critical,Trend deviation from baseline,Drive chain stretch,Immediate inspection required; consider equipment shutdown,Yes,S. Reddy,Resolved - maintenance performed
ALM-RM-011-0018,RM-011,Cooling Bed,Rolling Mills - Bar & Rod Mill,13-12-2024 00:17,vibration_mm_s,41.56,38.06,9.2,Information,ML anomaly score (Autoencoder reconstruction error),Minor process variation / transient condition,Continue monitoring; no immediate action required,Yes,P. Nair,Closed - informational only
ALM-RM-011-0019,RM-011,Cooling Bed,Rolling Mills - Bar & Rod Mill,30-01-2025 15:39,rake_speed_m_min,60.1,54.17,11,Warning,ML anomaly score (Isolation Forest),Minor process variation / transient condition,Continue monitoring; no immediate action required,Yes,J. Mehta,Resolved - false positive
ALM-RM-011-0020,RM-011,Cooling Bed,Rolling Mills - Bar & Rod Mill,05-03-2025 08:04,vibration_mm_s,119.12,101.71,17.1,Information,Pattern/frequency analysis (FFT),Minor process variation / transient condition,Continue monitoring; no immediate action required,Yes,T. Singh,Closed - informational only
ALM-RM-011-0021,RM-011,Cooling Bed,Rolling Mills - Bar & Rod Mill,12-03-2025 16:25,vibration_mm_s,88.67,82.02,8.1,Information,Trend deviation from baseline,Minor process variation / transient condition,Continue monitoring; no immediate action required,No,,Closed - informational only
ALM-RM-011-0022,RM-011,Cooling Bed,Rolling Mills - Bar & Rod Mill,22-03-2025 09:29,tooth_wear_mm,98.91,84.3,17.3,Warning,Trend deviation from baseline,Minor process variation / transient condition,Continue monitoring; no immediate action required,Yes,D. Banerjee,Resolved - false positive
ALM-RM-011-0023,RM-011,Cooling Bed,Rolling Mills - Bar & Rod Mill,16-05-2025 12:00,tooth_wear_mm,114.26,95.35,19.8,Information,Pattern/frequency analysis (FFT),Minor process variation / transient condition,Continue monitoring; no immediate action required,Yes,D. Banerjee,Closed - informational only
ALM-RM-011-0024,RM-011,Cooling Bed,Rolling Mills - Bar & Rod Mill,16-06-2025 14:21,vibration_mm_s,65.93,58.56,12.6,Information,Trend deviation from baseline,Minor process variation / transient condition,Continue monitoring; no immediate action required,No,,Closed - informational only
